date,TERM_SPREAD_10Y_1Y,GS10,GS1,macro_regime_raw,macro_regime_confirmed,refined_regime_raw,refined_regime_confirmed,steep_rate_regime_confirmed,final_regime_confirmed
2017-04-03,1.33,2.35,1.02,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-04,1.3299999999999998,2.36,1.03,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-05,1.3099999999999998,2.34,1.03,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-06,1.2899999999999998,2.34,1.05,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-07,1.2999999999999998,2.38,1.08,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-10,1.3,2.37,1.07,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-11,1.2699999999999998,2.32,1.05,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-12,1.2399999999999998,2.28,1.04,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-13,1.2100000000000002,2.24,1.03,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-17,1.2199999999999998,2.26,1.04,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-18,1.1600000000000001,2.18,1.02,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-19,1.19,2.21,1.02,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-20,1.2300000000000002,2.24,1.01,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-21,1.2500000000000002,2.24,0.99,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-24,1.2499999999999998,2.28,1.03,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-25,1.26,2.35,1.09,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-26,1.2499999999999998,2.32,1.07,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-27,1.2399999999999998,2.3,1.06,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-04-28,1.22,2.29,1.07,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-01,1.24,2.33,1.09,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-02,1.21,2.29,1.08,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-03,1.23,2.33,1.1,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-04,1.2499999999999998,2.36,1.11,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-05,1.2599999999999998,2.36,1.1,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-08,1.27,2.39,1.12,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-09,1.28,2.42,1.14,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-10,1.2800000000000002,2.41,1.13,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-11,1.2600000000000002,2.39,1.13,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-12,1.22,2.33,1.11,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-15,1.2299999999999998,2.34,1.11,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-16,1.22,2.33,1.11,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-17,1.1400000000000001,2.22,1.08,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-18,1.14,2.23,1.09,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-19,1.13,2.23,1.1,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-22,1.13,2.25,1.12,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-23,1.1500000000000001,2.29,1.14,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-24,1.0799999999999998,2.26,1.18,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-25,1.09,2.25,1.16,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-26,1.08,2.25,1.17,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-30,1.05,2.21,1.16,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-05-31,1.04,2.21,1.17,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-01,1.05,2.21,1.16,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-02,0.99,2.15,1.16,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-05,1.0200000000000002,2.18,1.16,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-06,0.9800000000000002,2.14,1.16,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-07,1.0100000000000002,2.18,1.17,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-08,1.0,2.19,1.19,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-09,1.01,2.21,1.2,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-12,1.02,2.21,1.19,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-13,0.99,2.21,1.22,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-14,0.95,2.15,1.2,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-06-15,0.9500000000000002,2.16,1.21,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-16,0.9500000000000002,2.16,1.21,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-19,0.97,2.19,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-20,0.9400000000000002,2.16,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-21,0.9400000000000002,2.16,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-22,0.9299999999999999,2.15,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-23,0.94,2.15,1.21,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-26,0.9400000000000002,2.14,1.2,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-27,0.99,2.21,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-28,1.0100000000000002,2.22,1.21,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-29,1.04,2.27,1.23,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-06-30,1.07,2.31,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-03,1.11,2.35,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-05,1.09,2.33,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-06,1.1400000000000001,2.37,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-07,1.1700000000000002,2.39,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-10,1.15,2.38,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-11,1.1700000000000002,2.37,1.2,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-12,1.12,2.33,1.21,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-13,1.12,2.35,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-14,1.11,2.33,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-17,1.09,2.31,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-18,1.08,2.27,1.19,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-19,1.04,2.27,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-20,1.05,2.27,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-21,1.0200000000000002,2.24,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-24,1.0299999999999998,2.26,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-25,1.09,2.33,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-26,1.06,2.29,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-27,1.0999999999999999,2.32,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-28,1.0799999999999998,2.3,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-07-31,1.0699999999999998,2.3,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-01,1.0399999999999998,2.26,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-02,1.03,2.27,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-03,1.0200000000000002,2.24,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-04,1.04,2.27,1.23,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-07,1.0399999999999998,2.26,1.22,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-08,1.05,2.29,1.24,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-09,1.0300000000000002,2.24,1.21,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-10,0.9800000000000002,2.2,1.22,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-11,0.98,2.19,1.21,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-08-14,0.9900000000000002,2.22,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-15,1.04,2.27,1.23,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-16,0.99,2.23,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-17,0.95,2.19,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-18,0.95,2.19,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-21,0.9500000000000002,2.18,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-22,0.9800000000000002,2.22,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-23,0.95,2.17,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-24,0.96,2.19,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-25,0.94,2.17,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-28,0.9200000000000002,2.16,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-29,0.8999999999999999,2.13,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-30,0.9199999999999999,2.15,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-08-31,0.8900000000000001,2.12,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-01,0.9200000000000002,2.16,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-05,0.8399999999999999,2.07,1.23,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-06,0.8600000000000001,2.1,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-07,0.8399999999999999,2.05,1.21,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-08,0.8400000000000001,2.06,1.22,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-11,0.9000000000000001,2.14,1.24,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-12,0.8999999999999999,2.17,1.27,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-13,0.9300000000000002,2.2,1.27,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-14,0.9200000000000002,2.2,1.28,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-15,0.9000000000000001,2.2,1.3,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-18,0.9299999999999999,2.23,1.3,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-19,0.9300000000000002,2.24,1.31,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-20,0.9599999999999997,2.28,1.32,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-21,0.96,2.27,1.31,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-22,0.9599999999999997,2.26,1.3,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-25,0.9200000000000002,2.22,1.3,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-26,0.9300000000000002,2.24,1.31,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-27,0.98,2.31,1.33,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-28,1.0,2.31,1.31,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-09-29,1.02,2.33,1.31,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-02,1.0299999999999998,2.34,1.31,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-03,1.01,2.33,1.32,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-04,1.0,2.33,1.33,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-05,1.0,2.35,1.35,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-06,1.02,2.37,1.35,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-09,1.02,2.37,1.35,STEEP,STEEP,STEEP,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-10,0.9300000000000002,2.35,1.42,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-11,0.9500000000000002,2.35,1.4,FLAT,STEEP,FLAT_LOW_RATE,STEEP,STEEP_HIGH_RATE,STEEP_HIGH_RATE
2017-10-12,0.9200000000000002,2.33,1.41,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-13,0.8899999999999999,2.28,1.39,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-16,0.8799999999999999,2.3,1.42,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-17,0.8899999999999999,2.3,1.41,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-18,0.9199999999999999,2.34,1.42,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-19,0.9200000000000002,2.33,1.41,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-20,0.9600000000000002,2.39,1.43,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-23,0.96,2.38,1.42,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-24,0.99,2.42,1.43,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-25,1.01,2.44,1.43,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-26,1.03,2.46,1.43,STEEP,FLAT,STEEP,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-27,1.0,2.42,1.42,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-30,0.9500000000000002,2.37,1.42,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-10-31,0.95,2.38,1.43,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-01,0.9100000000000001,2.37,1.46,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-02,0.8900000000000001,2.35,1.46,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-03,0.8499999999999999,2.34,1.49,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-06,0.8199999999999998,2.32,1.5,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-07,0.8299999999999998,2.32,1.49,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-08,0.7899999999999998,2.32,1.53,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-09,0.8,2.33,1.53,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-10,0.8599999999999999,2.4,1.54,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-13,0.8499999999999999,2.4,1.55,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-14,0.8299999999999998,2.38,1.55,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-15,0.78,2.33,1.55,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-16,0.78,2.37,1.59,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-17,0.75,2.35,1.6,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-20,0.75,2.37,1.62,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-21,0.7399999999999998,2.36,1.62,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-22,0.7099999999999997,2.32,1.61,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-24,0.7299999999999998,2.34,1.61,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-27,0.6999999999999997,2.32,1.62,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-28,0.7299999999999998,2.34,1.61,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-29,0.76,2.37,1.61,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-11-30,0.7999999999999998,2.42,1.62,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-01,0.75,2.37,1.62,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-04,0.7100000000000002,2.37,1.66,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-05,0.72,2.36,1.64,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-06,0.6500000000000001,2.33,1.68,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-07,0.7000000000000002,2.37,1.67,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-08,0.73,2.38,1.65,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-11,0.7000000000000002,2.39,1.69,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-12,0.7,2.4,1.7,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-13,0.6799999999999999,2.36,1.68,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-14,0.6500000000000001,2.35,1.7,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-15,0.6400000000000001,2.35,1.71,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-18,0.6900000000000002,2.39,1.7,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-19,0.75,2.46,1.71,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-20,0.7700000000000002,2.49,1.72,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-21,0.75,2.48,1.73,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-22,0.75,2.48,1.73,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-26,0.7200000000000002,2.47,1.75,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-27,0.6699999999999999,2.42,1.75,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-28,0.6700000000000002,2.43,1.76,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2017-12-29,0.6399999999999999,2.4,1.76,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-02,0.6299999999999999,2.46,1.83,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-03,0.6299999999999999,2.44,1.81,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-04,0.6399999999999999,2.46,1.82,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-05,0.6700000000000002,2.47,1.8,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-08,0.7000000000000002,2.49,1.79,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
2018-01-09,0.7699999999999998,2.55,1.78,FLAT,FLAT,FLAT_LOW_RATE,FLAT_LOW_RATE,,FLAT_LOW_RATE
